time,gFx,gFy,gFz,TgF
13:43:13:4310,0.2140,0.5787,0.7837,0.997
13:43:13:4340,0.2125,0.5780,0.7896,1.001
13:43:13:4360,0.2116,0.5770,0.7947,1.005
13:43:13:4410,0.2130,0.5785,0.7993,1.009
13:43:13:4420,0.2145,0.5778,0.8018,1.011
13:43:13:4440,0.2145,0.5790,0.8028,1.013
13:43:13:4460,0.2169,0.5836,0.8076,1.020
13:43:13:4490,0.2179,0.5831,0.8116,1.023
13:43:13:4520,0.2169,0.5782,0.8059,1.015
13:43:13:4530,0.2189,0.5778,0.7952,1.007
13:43:13:4570,0.2208,0.5844,0.7896,1.007
13:43:13:4580,0.2206,0.5917,0.7918,1.013
13:43:13:4610,0.2194,0.5961,0.7925,1.016
13:43:13:4630,0.2169,0.5988,0.7864,1.012
13:43:13:4650,0.2142,0.5985,0.7761,1.003
13:43:13:4680,0.2123,0.5966,0.7661,0.994
13:43:13:4700,0.2111,0.5932,0.7593,0.986
13:43:13:4730,0.2111,0.5895,0.7568,0.982
13:43:13:4750,0.2135,0.5888,0.7551,0.981
13:43:13:4780,0.2155,0.5895,0.7515,0.979
13:43:13:4800,0.2162,0.5897,0.7512,0.979
13:43:13:4830,0.2172,0.5866,0.7507,0.977
13:43:13:4850,0.2167,0.5839,0.7409,0.968
13:43:13:4870,0.2152,0.5880,0.7331,0.964
13:43:13:4900,0.2138,0.5953,0.7353,0.970
13:43:13:4920,0.2135,0.6022,0.7414,0.979
13:43:13:4950,0.2147,0.6046,0.7507,0.988
13:43:13:4970,0.2128,0.6000,0.7524,0.986
13:43:13:4990,0.2077,0.5944,0.7431,0.974
13:43:13:5020,0.2055,0.5944,0.7358,0.968
13:43:13:5050,0.2059,0.5958,0.7361,0.969
13:43:13:5070,0.2055,0.5956,0.7405,0.972
13:43:13:5090,0.2072,0.5944,0.7419,0.973
13:43:13:5130,0.2099,0.5951,0.7402,0.973
13:43:13:5140,0.2103,0.5953,0.7405,0.973
13:43:13:5160,0.2079,0.5936,0.7446,0.975
13:43:13:5190,0.2052,0.5917,0.7519,0.979
13:43:13:5250,0.2042,0.5888,0.7585,0.982
13:43:13:5260,0.2030,0.5856,0.7656,0.985
13:43:13:5260,0.2015,0.5831,0.7725,0.989
13:43:13:5290,0.1998,0.5790,0.7749,0.988
13:43:13:5310,0.1996,0.5741,0.7727,0.983
13:43:13:5340,0.1989,0.5717,0.7688,0.978
13:43:13:5360,0.1957,0.5746,0.7681,0.979
13:43:13:5460,0.1925,0.5787,0.7717,0.984
13:43:13:5460,0.1908,0.5807,0.7747,0.987
13:43:13:5470,0.1918,0.5807,0.7754,0.988
13:43:13:5470,0.1945,0.5797,0.7737,0.986
13:43:13:5480,0.1964,0.5785,0.7727,0.985
13:43:13:5500,0.1959,0.5741,0.7742,0.984
13:43:13:5530,0.1954,0.5702,0.7754,0.982
13:43:13:5560,0.1957,0.5682,0.7759,0.981
13:43:13:5580,0.1930,0.5673,0.7769,0.981
13:43:13:5600,0.1896,0.5658,0.7783,0.981
13:43:13:5629,0.1891,0.5638,0.7805,0.981
13:43:13:5649,0.1886,0.5631,0.7827,0.983
13:43:13:5669,0.1884,0.5616,0.7849,0.983
13:43:13:5709,0.1913,0.5599,0.7844,0.983
13:43:13:5729,0.1937,0.5585,0.7825,0.981
13:43:13:5750,0.1949,0.5572,0.7857,0.983
13:43:13:5770,0.1964,0.5570,0.7901,0.986
13:43:13:5800,0.1981,0.5575,0.7930,0.989
13:43:13:5830,0.1996,0.5575,0.7952,0.991
13:43:13:5840,0.1996,0.5582,0.7974,0.994
13:43:13:5870,0.1998,0.5597,0.8006,0.997
13:43:13:5890,0.1993,0.5607,0.8052,1.001
13:43:13:5920,0.1967,0.5599,0.8106,1.005
13:43:13:5940,0.1927,0.5577,0.8142,1.006
13:43:13:5970,0.1910,0.5555,0.8172,1.006
13:43:13:5990,0.1910,0.5511,0.8206,1.007
13:43:13:6010,0.1893,0.5472,0.8250,1.008
13:43:13:6040,0.1876,0.5450,0.8311,1.011
13:43:13:6070,0.1874,0.5421,0.8340,1.012
13:43:13:6090,0.1859,0.5406,0.8355,1.012
13:43:13:6110,0.1830,0.5401,0.8387,1.014
13:43:13:6140,0.1813,0.5399,0.8411,1.016
13:43:13:6160,0.1783,0.5382,0.8421,1.015
13:43:13:6180,0.1774,0.5375,0.8431,1.015
13:43:13:6210,0.1771,0.5382,0.8448,1.017
13:43:13:6250,0.1739,0.5375,0.8455,1.017
13:43:13:6260,0.1717,0.5357,0.8453,1.015
13:43:13:6280,0.1693,0.5328,0.8428,1.011
13:43:13:6310,0.1688,0.5318,0.8392,1.008
13:43:13:6330,0.1700,0.5331,0.8362,1.006
13:43:13:6350,0.1693,0.5355,0.8330,1.005
13:43:13:6380,0.1703,0.5367,0.8301,1.003
13:43:13:6440,0.1722,0.5370,0.8265,1.001
13:43:13:6440,0.1744,0.5384,0.8225,0.998
13:43:13:6450,0.1788,0.5399,0.8211,0.999
13:43:13:6480,0.1820,0.5414,0.8196,0.999
13:43:13:6500,0.1840,0.5421,0.8155,0.996
13:43:13:6530,0.1835,0.5421,0.8147,0.996
13:43:13:6560,0.1835,0.5433,0.8159,0.997
13:43:13:6570,0.1849,0.5453,0.8157,0.998
13:43:13:6600,0.1835,0.5450,0.8150,0.997
13:43:13:6620,0.1813,0.5443,0.8125,0.995
13:43:13:6640,0.1788,0.5453,0.8091,0.992
13:43:13:6670,0.1769,0.5453,0.8054,0.989
13:43:13:6690,0.1766,0.5440,0.7988,0.983
13:43:13:6720,0.1764,0.5453,0.7896,0.976
13:43:13:6740,0.1791,0.5470,0.7815,0.971
13:43:13:6770,0.1800,0.5470,0.7737,0.964
13:43:13:6810,0.1764,0.5472,0.7737,0.964
13:43:13:6820,0.1752,0.5460,0.7720,0.962
13:43:13:6840,0.1805,0.5475,0.7627,0.956
13:43:13:6860,0.1857,0.5533,0.7573,0.956
13:43:13:6889,0.1842,0.5609,0.7561,0.959
13:43:13:6909,0.1803,0.5653,0.7559,0.961
13:43:13:6939,0.1778,0.5658,0.7563,0.961
13:43:13:6959,0.1749,0.5646,0.7571,0.960
13:43:13:6979,0.1717,0.5624,0.7593,0.960
13:43:13:7010,0.1710,0.5597,0.7612,0.960
13:43:13:7030,0.1695,0.5558,0.7634,0.959
13:43:13:7060,0.1664,0.5516,0.7644,0.957
13:43:13:7080,0.1656,0.5477,0.7642,0.955
13:43:13:7100,0.1637,0.5431,0.7712,0.957
13:43:13:7130,0.1568,0.5345,0.7756,0.955
13:43:13:7150,0.1439,0.5213,0.7688,0.940
13:43:13:7180,0.1312,0.5130,0.7637,0.929
13:43:13:7200,0.1261,0.5138,0.7632,0.929
13:43:13:7250,0.1253,0.5184,0.7624,0.930
13:43:13:7250,0.1239,0.5221,0.7593,0.930
13:43:13:7280,0.1226,0.5235,0.7544,0.926
13:43:13:7300,0.1224,0.5240,0.7512,0.924
13:43:13:7330,0.1224,0.5199,0.7480,0.919
13:43:13:7350,0.1202,0.5152,0.7466,0.915
13:43:13:7380,0.1185,0.5081,0.7427,0.908
13:43:13:7430,0.1204,0.4996,0.7339,0.896
13:43:13:7440,0.1251,0.5006,0.7312,0.895
13:43:13:7440,0.1305,0.5074,0.7353,0.903
13:43:13:7470,0.1370,0.5138,0.7412,0.912
13:43:13:7490,0.1439,0.5167,0.7502,0.922
13:43:13:7520,0.1529,0.5167,0.7576,0.930
13:43:13:7540,0.1664,0.5179,0.7598,0.934
13:43:13:7570,0.1800,0.5208,0.7632,0.941
13:43:13:7590,0.1923,0.5216,0.7759,0.954
13:43:13:7620,0.2047,0.5167,0.7764,0.955
13:43:13:7640,0.2184,0.5152,0.7688,0.951
13:43:13:7660,0.2362,0.5255,0.7732,0.964
13:43:13:7690,0.2516,0.5406,0.7756,0.978
13:43:13:7710,0.2602,0.5602,0.7839,0.998
13:43:13:7740,0.2682,0.5763,0.7908,1.015
13:43:13:7760,0.2751,0.5819,0.7893,1.018
13:43:13:7780,0.2758,0.5834,0.7966,1.025
13:43:13:7810,0.2741,0.5829,0.8096,1.035
13:43:13:7830,0.2704,0.5782,0.8169,1.037
13:43:13:7860,0.2636,0.5692,0.8247,1.036
13:43:13:7890,0.2575,0.5599,0.8352,1.038
13:43:13:7910,0.2516,0.5511,0.8396,1.035
13:43:13:7930,0.2453,0.5416,0.8421,1.031
13:43:13:7950,0.2348,0.5291,0.8450,1.024
13:43:13:7980,0.2235,0.5135,0.8453,1.014
13:43:13:8000,0.2157,0.5003,0.8379,0.999
13:43:13:8030,0.2094,0.4935,0.8282,0.987
13:43:13:8060,0.2045,0.4925,0.8213,0.979
13:43:13:8080,0.1991,0.4930,0.8199,0.977
13:43:13:8100,0.1932,0.4935,0.8321,0.987
13:43:13:8120,0.1886,0.4932,0.8521,1.002
13:43:13:8149,0.1854,0.4891,0.8714,1.016
13:43:13:8179,0.1893,0.4874,0.8753,1.020
13:43:13:8210,0.1918,0.4852,0.8902,1.032
13:43:13:8230,0.1884,0.4776,0.9266,1.059
13:43:13:8250,0.1913,0.4725,0.9276,1.058
13:43:13:8270,0.1954,0.4710,0.9080,1.041
13:43:13:8300,0.1920,0.4695,0.9129,1.044
13:43:13:8320,0.1913,0.4705,0.9215,1.052
13:43:13:8340,0.1901,0.4703,0.9225,1.053
13:43:13:8370,0.1869,0.4693,0.9237,1.053
13:43:13:8390,0.1879,0.4705,0.9225,1.052
13:43:13:8420,0.1954,0.4717,0.9029,1.037
13:43:13:8440,0.2091,0.4739,0.8726,1.015
13:43:13:8470,0.2226,0.4796,0.8516,1.002
13:43:13:8490,0.2331,0.4869,0.8355,0.995
13:43:13:8520,0.2406,0.4957,0.8094,0.979
13:43:13:8540,0.2438,0.5084,0.7798,0.962
13:43:13:8650,0.2419,0.5194,0.7798,0.968
13:43:13:8660,0.2367,0.5213,0.8086,0.991
13:43:13:8670,0.2328,0.5167,0.8352,1.009
13:43:13:8670,0.2348,0.5133,0.8394,1.012
13:43:13:8680,0.2421,0.5135,0.8357,1.010
13:43:13:8690,0.2543,0.5174,0.8284,1.009
13:43:13:8710,0.2709,0.5269,0.8155,1.008
13:43:13:8890,0.2756,0.5460,0.8018,1.008
13:43:13:8900,0.2783,0.5685,0.7485,0.980
13:43:13:8900,0.2998,0.5829,0.6818,0.946
13:43:13:8900,0.3142,0.5814,0.6901,0.956
13:43:13:8900,0.2998,0.5597,0.7598,0.990
13:43:13:8910,0.2905,0.5502,0.7019,0.938
13:43:13:8910,0.2883,0.5604,0.6205,0.884
13:43:13:8910,0.2822,0.5489,0.7226,0.950
13:43:13:8930,0.2778,0.5289,0.8279,1.021
13:43:13:8950,0.2724,0.5326,0.8135,1.010
13:43:13:8980,0.2770,0.5541,0.7580,0.979
13:43:13:9000,0.2836,0.5790,0.7358,0.978
13:43:13:9030,0.2851,0.5934,0.7539,1.001
13:43:13:9050,0.2829,0.5944,0.7805,1.021
13:43:13:9090,0.2765,0.5973,0.7605,1.006
13:43:13:9100,0.2675,0.6034,0.7182,0.975
13:43:13:9130,0.2582,0.6022,0.7002,0.959
13:43:13:9150,0.2531,0.5951,0.7002,0.953
13:43:13:9170,0.2475,0.5856,0.7180,0.959
13:43:13:9190,0.2309,0.5831,0.7473,0.976
13:43:13:9270,0.2262,0.5809,0.7615,0.984
13:43:13:9270,0.2467,0.5682,0.7463,0.970
13:43:13:9280,0.2714,0.5524,0.7287,0.954
13:43:13:9370,0.2726,0.5384,0.7700,0.978
13:43:13:9370,0.2619,0.5228,0.8345,1.019
13:43:13:9380,0.2563,0.5059,0.8433,1.016
13:43:13:9380,0.2499,0.4974,0.8167,0.988
13:43:13:9510,0.2482,0.4942,0.7910,0.965
13:43:13:9520,0.2465,0.4923,0.7805,0.955
13:43:13:9520,0.2431,0.4886,0.7810,0.953
13:43:13:9520,0.2382,0.4837,0.7820,0.950
13:43:13:9520,0.2240,0.4788,0.7837,0.945
13:43:13:9530,0.2062,0.4771,0.7830,0.940
13:43:13:9540,0.1959,0.4815,0.7793,0.937
13:43:13:9560,0.1888,0.4869,0.7756,0.935
13:43:13:9600,0.1798,0.4913,0.7739,0.934
13:43:13:9610,0.1669,0.4903,0.7727,0.930
13:43:13:9630,0.1551,0.4861,0.7686,0.923
13:43:13:9660,0.1546,0.4822,0.7568,0.911
13:43:13:9680,0.1676,0.4945,0.7072,0.879
13:43:13:9710,0.1796,0.5108,0.6723,0.863
13:43:13:9730,0.1825,0.5086,0.6992,0.884
13:43:13:9760,0.1813,0.4996,0.7312,0.904
13:43:13:9780,0.1813,0.4927,0.7517,0.917
13:43:13:9800,0.1835,0.4886,0.7749,0.934
13:43:13:9830,0.1876,0.4847,0.7908,0.946
13:43:13:9850,0.1967,0.4808,0.7923,0.947
13:43:13:9870,0.2101,0.4747,0.7903,0.946
13:43:13:9900,0.2238,0.4690,0.7888,0.945
13:43:13:9920,0.2353,0.4666,0.7852,0.943
13:43:13:9950,0.2477,0.4700,0.7805,0.944
13:43:13:9970,0.2626,0.4786,0.7747,0.948
13:43:14:0000,0.2795,0.4896,0.7695,0.954
13:43:14:0020,0.2968,0.5018,0.7695,0.965
13:43:14:0050,0.3132,0.5150,0.7703,0.978
13:43:14:0070,0.3266,0.5274,0.7693,0.988
13:43:14:0100,0.3362,0.5384,0.7681,0.996
13:43:14:0130,0.3425,0.5487,0.7681,1.004
13:43:14:0150,0.3476,0.5565,0.7659,1.009
13:43:14:0170,0.3525,0.5607,0.7600,1.008
13:43:14:0190,0.3581,0.5587,0.7622,1.011
13:43:14:0220,0.3633,0.5448,0.7959,1.031
13:43:14:0270,0.3623,0.5309,0.8330,1.052
13:43:14:0280,0.3579,0.5289,0.8389,1.054
13:43:14:0290,0.3513,0.5328,0.8257,1.044
13:43:14:0310,0.3420,0.5414,0.8032,1.027
13:43:14:0340,0.3318,0.5480,0.7866,1.014
13:43:14:0360,0.3225,0.5502,0.7766,1.005
13:43:14:0400,0.3186,0.5541,0.7639,0.996
13:43:14:0420,0.3142,0.5577,0.7549,0.990
13:43:14:0490,0.3044,0.5563,0.7527,0.984
13:43:14:0500,0.2958,0.5555,0.7505,0.979
13:43:14:0500,0.2883,0.5541,0.7522,0.978
13:43:14:0509,0.2819,0.5516,0.7519,0.974
13:43:14:0530,0.2783,0.5521,0.7427,0.966
13:43:14:0630,0.2748,0.5511,0.7370,0.960
13:43:14:0630,0.2714,0.5521,0.7344,0.958
13:43:14:0630,0.2709,0.5563,0.7275,0.955
13:43:14:0640,0.2787,0.5587,0.7241,0.956
13:43:14:0650,0.2819,0.5575,0.7317,0.962
13:43:14:0680,0.2783,0.5541,0.7478,0.971
13:43:14:0700,0.2729,0.5484,0.7600,0.976
13:43:14:0720,0.2685,0.5450,0.7568,0.971
13:43:14:0750,0.2692,0.5467,0.7471,0.964
13:43:14:0770,0.2651,0.5497,0.7573,0.973
13:43:14:0790,0.2558,0.5533,0.7800,0.990
13:43:14:0820,0.2555,0.5555,0.7795,0.991
13:43:14:0850,0.2646,0.5563,0.7632,0.981
13:43:14:0869,0.2731,0.5533,0.7573,0.977
13:43:14:0900,0.2741,0.5482,0.7644,0.980
13:43:14:0930,0.2770,0.5445,0.7668,0.980
13:43:14:0940,0.2924,0.5406,0.7654,0.982
13:43:14:0960,0.3120,0.5409,0.7656,0.988
13:43:14:0990,0.3254,0.5462,0.7563,0.988
13:43:14:1010,0.3315,0.5511,0.7458,0.985
13:43:14:1040,0.3371,0.5470,0.7495,0.987
13:43:14:1070,0.3606,0.5465,0.6239,0.904
13:43:14:1090,0.4163,0.5438,0.5074,0.852
13:43:14:1130,0.4612,0.5401,0.6208,0.943
13:43:14:1140,0.4683,0.5475,0.7891,1.068
13:43:14:1160,0.4600,0.5470,0.8660,1.123
13:43:14:1180,0.4468,0.5299,0.8523,1.099
13:43:14:1210,0.4402,0.5155,0.8221,1.065
13:43:14:1230,0.4363,0.5184,0.8247,1.067
13:43:14:1250,0.4309,0.5218,0.8543,1.090
13:43:14:1280,0.4290,0.5211,0.8802,1.109
13:43:14:1300,0.4243,0.5316,0.8985,1.127
13:43:14:1330,0.4173,0.5450,0.9117,1.141
13:43:14:1350,0.4131,0.5580,0.9173,1.150
13:43:14:1370,0.4060,0.5631,0.9239,1.156
13:43:14:1400,0.4009,0.5558,0.9281,1.154
13:43:14:1429,0.4046,0.5521,0.9195,1.146
13:43:14:1450,0.4185,0.5465,0.9078,1.139
13:43:14:1470,0.4400,0.5524,0.8944,1.140
13:43:14:1500,0.4607,0.5494,0.8756,1.132
13:43:14:1520,0.4835,0.5277,0.8690,1.126
13:43:14:1540,0.4974,0.5006,0.8927,1.138
13:43:14:1570,0.5008,0.4730,0.9203,1.150
13:43:14:1600,0.4976,0.4571,0.9203,1.142
13:43:14:1620,0.4854,0.4537,0.9161,1.132
13:43:14:1640,0.4629,0.4456,0.9249,1.126
13:43:14:1660,0.4304,0.4278,0.9308,1.111
13:43:14:1690,0.3967,0.4219,0.9278,1.094
13:43:14:1710,0.3618,0.4300,0.9181,1.076
13:43:14:1739,0.3300,0.4424,0.9063,1.061
13:43:14:1770,0.3000,0.4568,0.8978,1.051
13:43:14:1790,0.2675,0.4703,0.8802,1.033
13:43:14:1810,0.2414,0.4818,0.8609,1.016
13:43:14:1840,0.2289,0.5008,0.8567,1.018
13:43:14:1860,0.2228,0.5245,0.8492,1.023
13:43:14:1900,0.2208,0.5450,0.8267,1.015
13:43:14:1910,0.2233,0.5577,0.8135,1.011
13:43:14:1940,0.2277,0.5636,0.8035,1.008
13:43:14:1960,0.2345,0.5763,0.7810,0.999
13:43:14:1980,0.2411,0.5958,0.7666,1.000
13:43:14:2010,0.2467,0.6139,0.7656,1.012
13:43:14:2030,0.2514,0.6320,0.7554,1.016
13:43:14:2070,0.2546,0.6471,0.7529,1.025
13:43:14:2080,0.2416,0.6300,0.7901,1.039
13:43:14:2110,0.2365,0.6161,0.8057,1.041
13:43:14:2130,0.2436,0.6271,0.7923,1.039
13:43:14:2150,0.2480,0.6291,0.7954,1.044
13:43:14:2180,0.2575,0.6269,0.7986,1.047
13:43:14:2200,0.2626,0.6239,0.7993,1.047
13:43:14:2250,0.2655,0.6205,0.7979,1.045
13:43:14:2260,0.2660,0.6171,0.7993,1.044
13:43:14:2280,0.2624,0.6154,0.8047,1.046
13:43:14:2300,0.2548,0.6085,0.8054,1.041
13:43:14:2330,0.2384,0.5936,0.8072,1.030
13:43:14:2350,0.2179,0.5758,0.8135,1.020
13:43:14:2370,0.2023,0.5602,0.8211,1.014
13:43:14:2410,0.1940,0.5506,0.8218,1.008
13:43:14:2420,0.1901,0.5433,0.8130,0.996
13:43:14:2440,0.1842,0.5335,0.7947,0.975
13:43:14:2470,0.1776,0.5252,0.7676,0.947
13:43:14:2490,0.1695,0.5199,0.7378,0.918
13:43:14:2520,0.1603,0.5169,0.7141,0.896
13:43:14:2540,0.1495,0.5206,0.6977,0.883
13:43:14:2570,0.1378,0.5252,0.6821,0.872
13:43:14:2590,0.1314,0.5316,0.6647,0.861
13:43:14:2620,0.1302,0.5460,0.6464,0.856
13:43:14:2640,0.1346,0.5660,0.6322,0.859
13:43:14:2660,0.1468,0.5870,0.6305,0.874
13:43:14:2690,0.1576,0.6056,0.6425,0.897
13:43:14:2710,0.1656,0.6254,0.6606,0.925
13:43:14:2740,0.1786,0.6496,0.6831,0.959
13:43:14:2760,0.1927,0.6733,0.7082,0.996
13:43:14:2780,0.2094,0.6940,0.7317,1.030
13:43:14:2810,0.2296,0.7158,0.7515,1.063
13:43:14:2829,0.2480,0.7370,0.7632,1.090
13:43:14:2859,0.2602,0.7488,0.7644,1.101
13:43:14:2880,0.2663,0.7500,0.7637,1.103
13:43:14:2910,0.2646,0.7458,0.7661,1.101
13:43:14:2940,0.2575,0.7392,0.7671,1.096
13:43:14:2960,0.2460,0.7290,0.7659,1.086
13:43:14:2980,0.2299,0.7155,0.7607,1.069
13:43:14:3000,0.2157,0.6982,0.7502,1.047
13:43:14:3030,0.2037,0.6762,0.7400,1.023
13:43:14:3050,0.1937,0.6513,0.7314,0.998
13:43:14:3070,0.1842,0.6278,0.7253,0.977
13:43:14:3100,0.1698,0.6071,0.7192,0.956
13:43:14:3130,0.1544,0.5875,0.7158,0.939
13:43:14:3150,0.1407,0.5699,0.7126,0.923
13:43:14:3170,0.1224,0.5477,0.7050,0.901
13:43:14:3190,0.1033,0.5177,0.7094,0.884
13:43:14:3240,0.0926,0.4859,0.7226,0.876
13:43:14:3250,0.0919,0.4603,0.7344,0.872
13:43:14:3270,0.0980,0.4432,0.7453,0.873
13:43:14:3290,0.1082,0.4351,0.7551,0.878
13:43:14:3320,0.1234,0.4348,0.7664,0.890
13:43:14:3350,0.1424,0.4414,0.7752,0.903
13:43:14:3370,0.1659,0.4551,0.7786,0.917
13:43:14:3400,0.1913,0.4722,0.7773,0.929
13:43:14:3420,0.2150,0.4891,0.7710,0.938
13:43:14:3439,0.2348,0.5037,0.7588,0.941
13:43:14:3469,0.2489,0.5120,0.7456,0.938
13:43:14:3489,0.2563,0.5157,0.7344,0.933
13:43:14:3510,0.2612,0.5155,0.7204,0.924
13:43:14:3540,0.2638,0.5098,0.7085,0.912
13:43:14:3570,0.2668,0.5003,0.6987,0.900
13:43:14:3590,0.2707,0.4901,0.6889,0.888
13:43:14:3610,0.2731,0.4810,0.6801,0.877
13:43:14:3630,0.2773,0.4747,0.6706,0.867
13:43:14:3660,0.2819,0.4720,0.6623,0.861
13:43:14:3680,0.2831,0.4698,0.6586,0.857
13:43:14:3710,0.2817,0.4654,0.6603,0.856
13:43:14:3740,0.2831,0.4593,0.6650,0.856
13:43:14:3750,0.2858,0.4505,0.6721,0.858
13:43:14:3780,0.2885,0.4412,0.6794,0.860
13:43:14:3800,0.2932,0.4329,0.6840,0.861
13:43:14:3830,0.2963,0.4248,0.6860,0.860
13:43:14:3850,0.2963,0.4160,0.6813,0.852
13:43:14:3870,0.2949,0.4077,0.6721,0.840
13:43:14:3910,0.2907,0.3982,0.6640,0.827
13:43:14:3930,0.2834,0.3875,0.6581,0.815
13:43:14:3950,0.2783,0.3791,0.6528,0.805
13:43:14:3970,0.2751,0.3743,0.6442,0.794
13:43:14:4000,0.2687,0.3682,0.6418,0.787
13:43:14:4030,0.2709,0.3669,0.6344,0.781
13:43:14:4040,0.2802,0.3821,0.6168,0.778
13:43:14:4069,0.2785,0.4050,0.6088,0.782
13:43:14:4089,0.2731,0.4231,0.6090,0.790
13:43:14:4120,0.2697,0.4373,0.6085,0.796
13:43:14:4140,0.2682,0.4559,0.6039,0.803
13:43:14:4170,0.2680,0.4796,0.5949,0.810
13:43:14:4190,0.2695,0.5040,0.5863,0.819
13:43:14:4220,0.2743,0.5252,0.5822,0.831
13:43:14:4240,0.2807,0.5443,0.5800,0.843
13:43:14:4270,0.2831,0.5621,0.5792,0.855
13:43:14:4290,0.2812,0.5770,0.5819,0.866
13:43:14:4320,0.2802,0.5888,0.5856,0.876
13:43:14:4340,0.2792,0.5971,0.5885,0.884
13:43:14:4360,0.2792,0.6032,0.5905,0.889
13:43:14:4380,0.2817,0.6056,0.5895,0.891
13:43:14:4410,0.2856,0.6061,0.5839,0.889
13:43:14:4440,0.2895,0.6076,0.5741,0.885
13:43:14:4460,0.2949,0.6117,0.5636,0.882
13:43:14:4480,0.3015,0.6164,0.5555,0.883
13:43:14:4510,0.3078,0.6208,0.5492,0.884
13:43:14:4530,0.3151,0.6276,0.5431,0.888
13:43:14:4550,0.3237,0.6339,0.5370,0.892
13:43:14:4580,0.3320,0.6425,0.5289,0.896
13:43:14:4610,0.3383,0.6515,0.5243,0.902
13:43:14:4630,0.3432,0.6572,0.5230,0.907
13:43:14:4650,0.3462,0.6598,0.5218,0.910
13:43:14:4680,0.3454,0.6579,0.5218,0.908
13:43:14:4700,0.3413,0.6535,0.5204,0.902
13:43:14:4740,0.3388,0.6501,0.5201,0.899
13:43:14:4750,0.3398,0.6496,0.5213,0.900
13:43:14:4780,0.3425,0.6513,0.5252,0.904
13:43:14:4800,0.3479,0.6557,0.5328,0.914
